9,3,2,1,0,1843,4257,374,77,50,14,7,78,93,61,0,210,220,82,43,33,12,24,9,1,26,18,17,17,96,97,70,89,75,85,81,81,91,71,88,64,77,74,82,66,81,94,16,28,13,27,28,26,21,12,24,21,461,471,516,496,11,6,8,17,7,3638,5341,738,774,94,14,7,1690,173,125,0,64,1040,39,27,1.75,15,3,3,13,5,5,43,2,8,413,401,75,30.5,17.3,82.7,97.8,424,111,0,38,313,3762,1764,17,31,88,540,566,12234,5,31,2557,3.79e+03,91,35,921,18,6,0
2,0,0,1,0,503,2886,233,26,4,3,2,21,16,18,0,65,78,29,13,20,4,6,7,4,8,6,6,1,14,25,13,25,18,22,11,28,32,19,23,21,14,19,22,25,21,10,7,9,8,7,6,6,1,7,8,5,122,125,131,153,4,0,1,8,0,974,3671,489,302,5,3,3,435,31,41,0,23,358,13,0,1.34,13,1,2,0,5,5,50,0,1,374,401,0,31.4,17,83,94.8,161,65,0,20,96,2389,1267,21,27,73,417,308,12619,0,19,1883,8.23e+03,172,28,809,35,1,0
2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,2,1,0,1843,4257,374,77,50,14,7,78,93,61,0,210,220,82,43,33,12,24,9,1,26,18,17,17,96,97,70,89,75,85,81,81,91,71,88,64,77,74,82,66,81,94,16,28,13,27,28,26,21,12,24,21,461,471,516,496,11,6,8,17,7,3638,5341,738,774,94,14,7,1690,173,125,0,64,1040,39,27,1.75,15,3,3,13,5,5,43,2,8,413,401,75,30.5,17.3,82.7,97.8,424,111,0,38,313,3762,1764,17,31,88,540,566,12234,5,31,2557,3.79e+03,91,35,921,18,6,0
3,0,0,1,0,996,4620,427,45,1,4,3,56,43,43,18,134,155,66,33,35,10,17,5,2,17,12,15,12,35,43,38,48,33,57,32,45,35,37,47,43,46,37,53,43,46,46,12,11,9,9,10,12,17,15,16,13,255,305,279,287,5,1,1,15,0,2050,5715,824,510,1,4,4,914,90,97,54,36,689,16,30,1.35,11,0,0,0,5,5,38,1,1,279,321,26,26.6,17.8,82.2,93.2,323,43,0,23,20,2041,1020,9,23,51,328,286,10136,0,0,1585,7.72e+03,153,71,653,40,1,0
2,0,0,0,0,754,3237,276,32,1,0,3,48,34,31,0,90,110,44,22,23,4,7,2,1,19,6,6,17,35,48,18,32,28,35,30,32,41,31,33,35,30,35,32,38,35,40,7,10,9,8,12,14,9,13,11,7,190,234,193,232,4,0,0,5,0,1556,4098,573,315,3,0,3,711,74,60,0,29,485,14,1,1.39,6,0,1,0,5,5,39,0,0,194,283,0,28.9,16,84,96.8,213,0,0,0,0,1675,833,12,14,26,270,247,7963,0,0,1048,1.8e+03,61,21,499,26,0,0
9,3,2,1,0,1843,4257,374,77,50,14,7,78,93,61,0,210,220,82,43,33,12,24,9,1,26,18,17,17,96,97,70,89,75,85,81,81,91,71,88,64,77,74,82,66,81,94,16,28,13,27,28,26,21,12,24,21,461,471,516,496,11,6,8,17,7,3638,5341,738,774,94,14,7,1690,173,125,0,64,1040,39,27,1.75,15,3,3,13,5,5,43,2,8,413,401,75,30.5,17.3,82.7,97.8,424,111,0,38,313,3762,1764,17,31,88,540,566,12234,5,31,2557,3.79e+03,91,35,921,18,6,0
1,0,0,0,0,1,46,4,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,4,0,1,60,9,4,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,13.3,86.7,100,2,0,0,0,0,2,1,0,0,0,0,1,57,0,0,6,0,0,0,3,0,0,0
9,3,2,1,0,1843,4257,374,77,50,14,7,78,93,61,0,210,220,82,43,33,12,24,9,1,26,18,17,17,96,97,70,89,75,85,81,81,91,71,88,64,77,74,82,66,81,94,16,28,13,27,28,26,21,12,24,21,461,471,516,496,11,6,8,17,7,3638,5341,738,774,94,14,7,1690,173,125,0,64,1040,39,27,1.75,15,3,3,13,5,5,43,2,8,413,401,75,30.5,17.3,82.7,97.8,424,111,0,38,313,3762,1764,17,31,88,540,566,12234,5,31,2557,3.79e+03,91,35,921,18,6,0
1,1,2,0,1,2653,7547,762,90,5,3,4,138,110,86,0,239,301,109,51,40,13,19,8,2,35,29,31,43,125,121,115,111,100,141,106,142,129,111,106,109,135,112,103,98,133,130,26,28,44,30,41,27,30,32,30,31,683,726,723,698,3,1,7,0,8,5293,9568,1521,956,11,3,4,2492,260,164,0,78,1256,65,26,1.75,12,4,2,0,5,5,48,1,7,359,399,18,28,15.4,84.6,94.5,543,68,0,27,45,2997,1483,18,33,89,468,440,13063,0,50,2183,8.84e+03,173,87,776,0,3,0
