2,0,0,0,0,1210,1961,403,57,4,3,4,51,56,46,0,111,130,61,30,26,10,13,6,1,15,16,6,14,43,66,52,62,44,61,52,63,56,51,61,57,48,55,52,41,71,56,11,12,9,11,12,9,10,10,17,9,316,327,331,365,4,0,0,7,0,2508,2550,807,599,7,3,4,1159,126,77,0,31,563,18,1,1.52,16,0,1,0,5,5,47,0,0,476,341,0,33.8,16.1,83.9,95.5,277,0,0,0,0,3222,1547,27,25,70,487,556,15405,0,0,2057,1.21e+04,183,43,850,56,0,0
1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,1,0,367,1510,144,17,3,5,2,15,17,15,0,54,59,19,10,12,6,6,1,2,4,3,2,6,16,15,13,9,16,20,14,15,13,14,17,18,10,16,19,11,16,15,4,10,8,1,9,5,5,4,4,4,97,93,91,93,4,0,1,9,0,690,1857,310,197,5,5,2,312,31,36,0,21,249,3,0,1.44,5,1,0,0,5,5,34,0,1,110,230,0,28.3,17.7,82.3,95.6,115,19,0,15,12,1011,562,8,6,27,188,153,5229,0,7,795,3.87e+03,60,12,357,20,0,0
8,2,5,4,2,0,1,0,0,0,22,13,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,16,39,14,0,1,3,3,0,22,13,0,0,1,1,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,50,50,100,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,1,3,0,0,76,324,58,9,0,4,2,2,5,3,0,15,14,2,0,10,1,0,0,0,1,1,0,0,1,6,4,3,2,11,2,3,2,3,8,3,4,3,0,2,2,9,4,4,5,4,4,3,2,1,2,1,19,23,24,19,3,1,9,0,9,160,415,108,85,0,4,2,75,11,9,0,6,79,52,78,1.41,15,2,0,17,1,5,41,1,9,283,273,9,29.6,15.8,84.2,93.4,27,40,0,23,51,2253,1086,22,21,75,372,442,8584,3,66,1341,5.59e+03,137,100,565,0,4,0
7,2,8,3,0,778,4683,282,49,3,9,8,35,39,41,12,120,131,68,21,23,12,18,3,2,9,7,11,8,25,52,39,34,18,35,30,38,38,26,37,30,37,27,33,23,34,33,6,16,12,13,13,12,6,7,11,18,220,237,221,196,9,3,19,17,16,1582,5844,591,448,7,9,9,675,67,77,36,24,683,35,72,1.71,14,3,1,17,5,5,44,1,19,482,549,44,29.1,19.4,80.6,97.1,278,259,31,188,294,3797,2056,12,27,66,655,564,19553,13,303,3073,6.59e+03,80,92,1132,67,4,2
0,0,0,0,0,740,1750,257,37,4,0,0,34,34,32,0,84,100,33,22,17,2,5,8,1,12,5,7,10,30,37,32,33,18,40,24,43,22,35,38,32,35,25,29,32,37,30,9,9,10,10,2,7,11,10,10,7,172,201,191,211,2,0,0,0,0,1450,2212,534,361,5,0,0,676,67,59,0,27,425,47,2,1.31,4,0,4,0,5,5,43,0,0,189,275,0,24.8,17.2,82.8,93.2,188,0,0,0,0,1379,699,12,9,41,237,208,4728,0,0,1027,844,119,33,464,0,0,0
2,0,0,0,0,1375,5823,573,68,4,2,1,64,62,50,16,198,198,80,32,26,8,14,10,1,21,15,14,14,49,64,48,68,40,65,51,66,69,65,71,60,60,59,63,57,54,55,12,17,16,15,16,21,21,13,25,19,335,366,372,410,4,2,0,9,0,2731,7253,1067,639,7,2,1,1232,106,111,61,45,947,102,8,1.65,19,0,4,0,5,5,46,1,0,444,537,38,33.4,15.5,84.5,93.8,369,0,0,0,0,3598,1838,19,22,75,618,663,18131,0,0,2384,1.37e+04,277,83,1019,0,0,0
7,2,8,3,0,778,4683,282,49,3,9,8,35,39,41,12,120,131,68,21,23,12,18,3,2,9,7,11,8,25,52,39,34,18,35,30,38,38,26,37,30,37,27,33,23,34,33,6,16,12,13,13,12,6,7,11,18,220,237,221,196,9,3,19,17,16,1582,5844,591,448,7,9,9,675,67,77,36,24,683,35,72,1.71,14,3,1,17,5,5,44,1,19,482,549,44,29.1,19.4,80.6,97.1,278,259,31,188,294,3797,2056,12,27,66,655,564,19553,13,303,3073,6.59e+03,80,92,1132,67,4,2
2,0,1,1,0,484,1148,160,23,0,1,1,23,28,21,0,50,69,39,17,20,3,9,4,1,6,11,3,3,14,22,20,16,8,19,23,21,17,20,27,23,27,16,25,25,26,27,5,5,1,3,4,5,7,11,7,10,147,123,149,133,4,0,1,5,0,1000,1426,357,239,1,1,1,432,53,40,0,19,251,47,35,1.34,9,0,2,0,5,5,46,0,1,410,543,0,27.8,17.7,82.3,94.4,162,68,0,32,49,2972,1647,22,30,80,520,327,12041,8,61,2147,9.29e+03,197,78,976,62,0,0
1,1,4,0,0,779,2373,248,26,1,4,1,49,40,24,0,72,98,33,17,17,3,11,0,0,20,9,12,8,36,34,30,32,33,36,44,33,50,37,44,28,45,29,26,27,42,36,3,7,13,16,11,11,16,6,13,13,197,209,223,230,3,1,9,0,9,1589,2954,500,294,2,4,1,746,78,50,0,26,393,18,2,1.5,3,1,0,14,5,5,42,1,9,268,257,15,29.3,16.6,83.4,96.3,179,32,0,23,22,2251,1105,11,13,54,364,378,8844,3,85,1344,6.25e+03,98,30,540,0,4,0
7,2,8,3,0,778,4683,282,49,3,9,8,35,39,41,12,120,131,68,21,23,12,18,3,2,9,7,11,8,25,52,39,34,18,35,30,38,38,26,37,30,37,27,33,23,34,33,6,16,12,13,13,12,6,7,11,18,220,237,221,196,9,3,19,17,16,1582,5844,591,448,7,9,9,675,67,77,36,24,683,35,72,1.71,14,3,1,17,5,5,44,1,19,482,549,44,29.1,19.4,80.6,97.1,278,259,31,188,294,3797,2056,12,27,66,655,564,19553,13,303,3073,6.59e+03,80,92,1132,67,4,2
3,0,0,1,0,396,1473,153,14,0,2,2,16,12,21,0,47,78,37,9,14,3,8,2,0,4,4,5,3,14,18,20,12,8,17,18,18,14,18,9,21,14,14,24,11,15,14,8,3,5,10,7,4,4,9,8,7,118,109,108,92,5,1,1,11,0,769,1852,303,163,1,2,2,321,29,40,0,19,255,70,13,1.37,12,0,1,0,5,5,33,1,1,159,188,13,30.4,17.5,82.5,92.9,151,28,0,27,28,1344,834,6,15,29,284,187,7500,0,45,849,4.94e+03,138,28,382,29,0,0
1,0,0,0,0,356,592,138,29,3,1,1,15,18,15,0,33,45,21,6,14,2,4,0,0,2,4,4,5,11,20,17,17,9,16,21,18,21,13,18,14,12,12,15,14,16,12,1,1,2,2,7,2,4,4,5,4,86,99,91,109,3,1,0,5,0,718,776,305,222,7,1,1,327,28,27,0,12,192,69,1,1.47,7,0,0,0,5,5,51,1,0,380,269,23,29.2,15.9,84.1,95.7,92,0,0,0,0,3631,1545,23,27,70,437,662,11243,0,0,1456,7e+03,195,38,672,0,0,0
2,1,3,1,1,2093,6974,686,95,5,2,4,103,85,67,0,200,245,79,58,33,11,25,12,2,36,29,21,17,77,106,88,83,71,95,83,115,77,94,90,97,99,86,102,89,101,105,21,31,29,22,21,32,29,40,18,26,510,569,573,568,4,1,4,3,4,4140,8702,1424,879,9,2,4,1944,205,137,0,70,1065,44,5,1.6,17,3,5,0,5,5,48,1,4,350,382,11,32.4,15.7,84.3,95.2,465,98,0,49,99,2992,1506,15,18,77,492,433,13943,2,35,1833,9.78e+03,179,50,765,18,0,1
0,0,0,0,0,1299,2890,383,50,4,0,0,62,66,33,0,116,132,61,28,26,8,15,2,2,22,16,14,10,53,62,61,57,38,59,62,65,60,64,63,61,62,54,58,49,74,69,13,21,18,19,21,19,24,16,16,15,371,377,348,338,2,0,0,0,0,2681,3609,771,568,9,0,0,1248,139,78,0,45,589,69,1,1.52,6,0,0,0,5,5,42,0,0,390,389,0,33,15.3,84.7,96.7,274,0,0,0,0,3300,1529,27,28,74,501,625,11883,0,0,1814,3.18e+03,134,29,779,0,0,0
6,0,1,2,0,1522,6264,444,68,3,6,4,77,57,43,0,172,188,72,43,36,8,16,2,2,17,17,21,22,59,65,68,61,53,74,67,70,74,72,80,57,77,51,70,54,76,64,19,17,30,21,25,19,24,15,28,19,392,409,422,401,8,0,2,18,0,3006,7873,901,690,6,6,6,1387,139,112,0,69,863,18,31,1.45,8,0,2,0,5,5,44,0,2,399,495,0,28.9,17.3,82.7,97.5,367,99,4,74,35,3484,1721,21,21,69,516,553,17409,6,33,2255,5.25e+03,93,42,972,134,0,0
2,1,3,1,1,2093,6974,686,95,5,2,4,103,85,67,0,200,245,79,58,33,11,25,12,2,36,29,21,17,77,106,88,83,71,95,83,115,77,94,90,97,99,86,102,89,101,105,21,31,29,22,21,32,29,40,18,26,510,569,573,568,4,1,4,3,4,4140,8702,1424,879,9,2,4,1944,205,137,0,70,1065,44,5,1.6,17,3,5,0,5,5,48,1,4,350,382,11,32.4,15.7,84.3,95.2,465,98,0,49,99,2992,1506,15,18,77,492,433,13943,2,35,1833,9.78e+03,179,50,765,18,0,1
5,1,5,1,1,825,2848,286,27,2,8,5,32,35,41,7,79,115,44,22,17,5,8,4,0,7,4,6,15,37,31,40,33,31,38,36,29,32,35,40,31,34,38,42,23,41,32,8,7,4,11,7,12,17,9,7,6,227,235,184,215,7,3,8,16,8,1587,3498,585,344,4,8,5,714,70,68,27,20,463,44,9,1.49,12,1,2,0,5,5,41,1,8,352,346,57,30,19.1,80.9,95.4,215,67,0,46,44,3187,1490,22,24,50,504,619,10965,0,69,2004,8.05e+03,183,43,780,28,3,0
0,0,0,0,0,522,1637,174,20,1,0,0,24,33,17,0,51,62,21,8,14,0,5,4,0,5,4,7,8,21,31,19,34,22,29,25,24,18,14,20,22,28,23,30,22,33,21,3,9,5,1,4,8,4,5,12,4,132,146,161,138,2,0,0,0,0,1085,2032,331,198,1,0,0,511,53,37,0,20,261,30,14,1.33,11,0,3,0,5,5,44,0,0,148,179,0,29.1,14.6,85.4,94.4,114,0,0,0,0,1289,633,10,10,35,224,192,3907,0,0,697,1e+03,76,39,327,0,0,0
1,0,0,1,0,524,729,61,21,6,1,1,17,27,19,0,45,59,22,10,17,1,10,2,0,7,5,1,4,20,12,21,15,19,28,20,30,16,21,40,15,33,19,26,21,30,29,5,9,3,5,9,6,3,8,10,3,134,145,134,129,3,0,1,3,0,1020,925,136,141,8,1,1,473,58,40,0,21,205,50,32,1.42,6,0,1,0,5,5,43,0,1,204,249,0,28.1,16.2,83.8,94.3,121,39,0,17,19,1984,965,15,9,41,283,272,7454,2,16,1287,5.19e+03,121,56,470,16,0,0
3,0,0,0,0,309,1035,91,14,3,5,5,15,13,10,0,32,34,19,2,12,5,3,2,0,6,3,3,3,10,10,11,11,12,15,14,8,17,15,14,8,17,9,23,19,17,18,1,4,2,5,5,8,8,6,2,5,75,89,74,102,5,2,0,15,0,628,1328,187,135,3,5,5,284,34,16,0,6,138,60,32,1.54,23,0,3,0,5,5,37,1,0,353,347,27,30.3,18.2,81.8,94.8,77,0,0,0,0,3257,1772,24,32,64,573,528,13236,0,0,2075,9.7e+03,210,65,740,39,0,0
2,1,5,0,0,895,3000,344,44,4,2,3,42,34,26,0,121,98,45,18,21,9,7,2,1,7,7,14,14,31,35,24,35,28,45,43,52,28,50,42,35,41,40,41,53,20,51,5,9,17,16,18,11,12,17,13,13,225,225,244,256,4,1,5,4,5,1772,3757,679,459,4,2,4,819,69,53,0,27,562,64,69,1.49,14,2,1,30,5,5,44,1,5,552,535,18,29.1,16.9,83.1,95.2,201,66,0,30,47,4651,2055,29,31,104,694,704,18077,0,30,2832,1.26e+04,224,116,1124,24,1,0
14,4,18,4,2,1041,4786,383,47,15,23,12,59,44,38,0,151,151,63,25,19,9,17,1,1,13,19,15,12,54,34,40,38,45,44,42,47,54,48,39,41,54,44,62,41,49,39,15,23,21,20,25,15,18,18,13,9,287,299,274,297,16,4,28,34,26,2119,6012,776,494,33,23,15,958,87,83,0,45,755,6,0,1.42,1,7,0,8,5,5,42,1,28,223,308,17,25.8,20.6,79.4,93.7,286,102,0,62,168,1498,855,6,19,37,301,217,9108,4,69,1553,7.6e+03,123,35,616,67,8,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
